objectid,parentid,admin_notes,title,creator,date,description,focused_movement,subject,people,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,WORKSPACE1,WORKSPACE2,WORKSPACE3,object_location,image_small,image_thumb,image_alt_text,,temp1,temp2,temp3
dg_1742486361,,,To My Christian Friends at the Draft Board,Kathie Danker,1970,Song cords and lyrics protesting the draft,Anti-Vietnam war,Anti-Vietnam war activists;music,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742486361.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742486361.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742486361.jpg,,,,,
dg_1742486362,,,Birth Control For Grinnell Women,Grinnell Women's Liberation,1970,A proposal for Birth control providers in Grinnell,,Feminism;,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742486362.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742486362.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742486362.jpg,,,,,
dg_1742486363,,,Moratorium Notice,,1970-04-15,A notice about the continued actions of the Moratorium ,Anti-Vietnam war,Anti-Vietnam war activists;Moratorium,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742486363.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742486363.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742486363.jpg,,,,,
dg_1742486364,,,Protesters' Flags taken by Officer,,1970-04-13,"A Des Moines Register Article about an incident in Des Moines where Anti-War protestors, many of whom were Grinnell Students, demostrated with Viet Cong flags at an event where VP Agnew was present. ",Anti-Vietnam war,Anti-Vietnam war activists; Peace March to Des Moines,,"Des Moines, IA",41.591759707323256,-93.62218301316896,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742486364.tif,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742486364.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742486364.jpg,,,,,
dg_1742486365,,,Letter to Des Moines Register from Grinnell Protestor,,1970-04-14,A letter from Grinnell students to Des Moines Register over their misreporting of the April 13th events with VP Agnew. ,Anti-Vietnam war,Anti-Vietnam war activists;Peace March to Des Moines,,"Des Moines, IA",41.591759707323256,-93.62218301316896,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742486365.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742486365.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742486365.jpg,,,,,
dg_1742486414,p_FBI_3,fbi_s006,"Demostration at White House by Grinnell College, Grinnell, Iowa, Students, 11/16, 17, 18/61 Information concerning -SM",Federal Bureau of investigation (FBI),1961-11-15,"FBI Airtel communication dated November 15, 1961. It details a demonstration at the White House by students from Grinnell College, Grinnell, Iowa, scheduled for November 16-18, 1961. The communication is addressed to the Director of the FBI and disseminates information to various local intelligence agencies, including OSI, ONI, and the Secret Service. The document mentions that the Washington Field Office (WFO) will not provide coverage of the activity but will promptly furnish any information from established sources to the Bureau and interested offices.",Grinnell 14 ,Government Response;,,"Department of Justice, Washington, DC",38.89397620586852, -77.0250401798511,Grinnell College,,pdf,pdf,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742486414.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742486414.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742486414.jpg,,,,,
dg_1742486415,p_FBI_3,fbi_s009,"Demostration at White House by Grinnell College, Grinnell, Iowa, Students, November 16,17.18 1961",Federal Bureau of investigation (FBI),1961-11-15," FBI communication dated November 15, 1961. It discusses a demonstration at the White House by students from Grinnell College, Grinnell, Iowa, scheduled for November 16-18, 1961. Most of the material is redacted. ",Grinnell 14 ,Government Response;,,"Department of Justice, Washington, DC",38.89397620586852, -77.0250401798511,Grinnell College,,pdf,pdf,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742486415.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742486415.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742486415.jpg,,,,,
dg_1742486416,p_FBI_3,fbi_s005,"Demostration at White House by Grinnell College Students, November 16, 17 and 18 1961 Information concerning",Federal Bureau of investigation (FBI),1961-11-16,"FBI communication dated November 16, 1961. It is addressed to the Chief of the U.S. Secret Service, Department of the Treasury, from John Edgar Hoover, the Director of the FBI. The subject of the document is a demonstration at the White House by students from Grinnell College, Grinnell, Iowa, scheduled for November 16-18, 1961.

The document confirms information furnished on November 15, 1961, by a Special Agent of the U.S. Secret Service. It mentions that the information was orally furnished to the State Department and the Secret Service, and it is also being disseminated to various FBI officials, including Mr. Tolson, Mr. Belmont, Mr. Mohr, and others. The communication notes that all information contained herein is unclassified.",Grinnell 14 ,Government Response;,,"Department of Justice, Washington, DC",38.89397620586852, -77.0250401798511,Grinnell College,,pdf,pdf,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742486416.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742486416.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742486416.jpg,,,,,
dg_1742486417,p_FBI_3,fbi_s016-021,FBI Collected Newspaper Clipping on the Grinnell 14,Federal Bureau of investigation (FBI),1961-11-16,The FBI collected newspaper clipping about the Grinnell 14 as part of their monitoring of the group. ,Grinnell 14 ,Government Response; News Coverage,,"Department of Justice, Washington, DC",38.89397620586852, -77.0250401798511,Grinnell College,,pdf,pdf,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742486417.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742486417.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742486417.jpg,,,,,
dg_1742486422,p_FBI_2,fbi_s004,"Demostration by Grinnell College students, Grinnell Iowa, Protesting Escalation of Bombing in Vietnam War April 16-18 is New Left",Federal Bureau of investigation (FBI),1972-04-18,"In this FBI teletype communication dated April 18, 1972, the only material not redacted it the title. It discusses a demonstration by students from Grinnell College, Grinnell, Iowa, protesting the escalation of bombing in the Vietnam War. The demonstration took place from April 16 through April 18.The communication is addressed to the Director of the FBI and originates from the Omaha office. It mentions that all information contained in the document is unclassified and includes references to the ""New Left."" The document is marked as sensitive",Anti-Vietnam war,Government Response; Anti-Vietnam war activists,,FBI- Omaha Field Office,41.21543863035959,-96.1017298201407,Grinnell College,,pdf,pdf,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742486422.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742486422.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742486422.jpg,,,,,
dg_1742486423,p_FBI_2,fbi_s010-12,"Demostration by Grinnell College students, Grinnell Iowa, Protesting Escalation of Bombing in Vietnam War. April Sixteen Through Eighteen [redacted] is New Left",Federal Bureau of investigation (FBI),1972-04-18,"FBI teletype communication dated April 18, 1972. It discusses a demonstration by students from Grinnell College, Grinnell, Iowa, protesting the escalation of bombing in the Vietnam War. The demonstration took place from April 16 through April 18. The communication is addressed to the Director of the FBI and originates from the Omaha office. It mentions that all information contained in the document is unclassified and includes references to the ""New Left."" The document is marked as sensitive.  The document notes that no violence has been reported and no arrests have been made. The information has been disseminated to various agencies, including the Secret Service, Des Moines Police Department, Iowa Bureau of Criminal Investigation, and Grinnell Police Department. Omaha will follow and report the activities of the demonstrators.",Anti-Vietnam war,Government Response; Anti-Vietnam war activists,,FBI- Omaha Field Office,41.21543863035959,-96.1017298201407,Grinnell College,,pdf,pdf,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742486423.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742486423.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742486423.jpg,,,,,
dg_1742486426,p_FBI_2,fbi_s007,"Demostration by Grinnell College students, Grinnell Iowa, Protesting Escalation of Bombing in Vietnam War.  is Dash New Left",Federal Bureau of investigation (FBI),1972-04-21,"This file is mostly redacted after title. The communication is addressed to the Director of the FBI and originates from the Omaha office. It discusses a demonstration by students from Grinnell College, Grinnell, Iowa, protesting the escalation of bombing in the Vietnam War.",Anti-Vietnam war,Government Response; Anti-Vietnam war activists,,FBI- Omaha Field Office,41.21543863035959,-96.1017298201407,Grinnell College,,pdf,pdf,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742486426.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742486426.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742486426.jpg,,,,,
dg_1742486429,p_FBI_2,fbi_s001,11:40 AM Urgent 5-9-72 MLB,Federal Bureau of investigation (FBI),1972-05-15,"Protests against Nixions order to mine Hai phong harbor, Grinnell demostrations",Anti-Vietnam war,Government Response; Anti-Vietnam war activists,,FBI- Omaha Field Office,41.21543863035959,-96.1017298201407,Grinnell College,,pdf,pdf,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742486426.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742486426.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742486426.jpg,,,,,
dg_1742486431,p_FBI_2,fbi_s008,"Grinnell Student Reaction to President's Cambodia Statement, Grinnell College, Grinnell, Iowa; IS - Misc. Videm. Stag. ",Federal Bureau of investigation (FBI),1970-05-06,"FBI teletype communication dated May 6, 1970. It discusses the reaction of Grinnell College students to the President's statement on Cambodia.",Anti-Vietnam war,Government Response; Anti-Vietnam war activists,,FBI- Omaha Field Office,41.21543863035959,-96.1017298201407,Grinnell College,,pdf,pdf,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742486431.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742486431.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742486431.jpg,,,,,
dg_1742486432,p_FBI_2,fbi_s033-35,Grinnell Draft Information Center IS - Miscellaneous OM 100-7650 Page 1,Federal Bureau of investigation (FBI),1970-05-06,"FBI communication dated May 6, 1970. It discusses the Grinnell Draft Information Center (GDIC) and provides details about its activities and organization. The Omaha Division opened a file concerning the GDIC and developed information about the center. The GDIC was organized by two individuals and planned to provide draft counseling for Grinnell College students. The GDIC aimed to compile information about draft boards around the country and locate lawyers and professionals to assist with its work. The GDIC held its first meeting on September 14, 1960, with about 30 Grinnell students attending, six of whom had draft counseling experience. The GDIC planned to set up a training program for others interested in counseling.",Anti-Vietnam war,Government Response; Anti-Vietnam war activists,,FBI- Omaha Field Office,41.21543863035959,-96.1017298201407,Grinnell College,,pdf,pdf,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742486432.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742486432.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742486432.jpg,,,,,
dg_1742486437,p_FBI_2,fbi_s014-15,Call concerning Grinnell Students Reactions to President's Cambodia Statement,Federal Bureau of investigation (FBI),1972-05-11,This FBI communication describes a call from a local resident about their views on Grinnell College. The individual called the FBI to express concern about the closing of Grinnell College and the organization of radical students.The caller was informed that the FBI could not comment on the situation or provide information about organizations responsible for recent disorders due to Department of Justice policies.The caller was advised to contact an attorney for legal advice and to communicate directly with ROTC officials regarding campus unrest. The memorandum notes that the FBI would investigate and report findings to the United States Attorney if a federal law within the FBI's jurisdiction were violated.,Anti-Vietnam war,Government Response; Anti-Vietnam war activists,,FBI- Omaha Field Office,41.21543863035959,-96.1017298201407,Grinnell College,,pdf,pdf,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742486437.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742486437.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742486437.jpg,,,,,
dg_1742486765,,,"S&B: Nudes Protest ""Body Commercialism""",Scarlet & Black,1969-02-07,This issue of the S&B is the first one published after the Nude-In and contains several articles about the event. ,Playboy Nude-in,Feminism;News Coverage;Students' Response,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742486765.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742486765.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742486765.jpg,,,,,
dg_1742486766,,,S&B: Obscenity Invesigation Rocks Grinnell; Implications of Demostration; Politics or People?; Concern for reputation; Don't waste your money; To The Parents of Mrs. Low and Mr. Thompson;SENATE CENSURES ADMINISTRATION,Scarlet & Black,1969-02-14,"This edition of the Scarlet and Black includes several articles about the Playboy Nude-in. The viewpoints of the demostrators, faculty members, and students are expressed. ",Playboy Nude-in,Feminism;News Coverage;Students' Response,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742486766.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742486766.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742486766.jpg,,,,,
dg_1742489128,,,S&B: Five Plead 'Not Guilty' to Indecent Exposure,Scarlet & Black,1969-02-21,Pages 1 and 6 of this edition of the Scarlet and Black covers the first stage of legal proceedings against the students who particpated in the Nude-In. ,Playboy Nude-in,Feminism;News Coverage;Students' Response,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742489128.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742489128.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742489128.jpg,,,,,
dg_1742489622,,,S&B: Legality and Morality: The Issue of Disrobing Analyzed,Scarlet & Black,1969-02-28,Assistant Professor of Political Science Neal Milner discussed the issue of political disrobing.,Playboy Nude-in,Feminism;News Coverage;Students' Response,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742489622.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742489622.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742489622.jpg,,,,,
dg_1742489645,,,S&B: Leggett Letter Explains Events of Playboy Incident,Scarlet & Black,1969-04-04,This article describes Glenn Leggett's letter about the Playboy Incident and the reactions to the incident around campus. ,Playboy Nude-in,Feminism;News Coverage;Students' Response,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742489645.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742489645.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742489645.jpg,,,,,
dg_1742490030,,,S&B: Bodies Are Beautiful in Bethesda tool,Scarlet & Black,1969-04-11,"This article reports a ""burn-in"" of Playboy Magazine in Bethesda, MD that gave credit to the Grinnell Nude-in students. ",Playboy Nude-in,Feminism;News Coverage;Students' Response,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742490030.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742490030.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742490030.jpg,,,,,
dg_1742490200,,,S&B: Stripping Through History,Scarlet & Black,1969-04-25,Allan Hart writes about the history of political disrobing as a form of protest. ,Playboy Nude-in,Feminism;News Coverage;Students' Response,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742490200.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742490200.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742490200.jpg,,,,,
dg_1742490256,,,"S&B: ""Grinnell 8"" Are Found Guilt; Talk of the Town",Scarlet & Black,1969-05-29,"This article covers the trial of the students who participated in the Playboy Nude-In. The 3-day trial of the ""Grinnell 8"" ends with the students being found guilty of indecent exposure. When asked during the trial if he thought disrobing was obscene or vulgar, Charles A. Garman replied ""No, I was born naked""",Playboy Nude-in,Feminism;News Coverage;Students' Response,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742490256.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742490256.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742490256.jpg,,,,,
dg_1742490605,,,"S&B: 'Grinnell 8' Fined $200 Each,Plan Appeal to Iowa High Court",Scarlet & Black,1969-09-13,"The ""Grinnell 8"" were fined $200 dollars each for their indecent exposure conviction, which was the maximum fine for the crime. Adjusted for inflation, that fine would $1,742.77 in 2025. The group stated that they planned to appeal the ruling. ",Playboy Nude-in,Feminism;News Coverage;Students' Response,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742490605.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742490605.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742490605.jpg,,,,,
dg_1742490909,,,S&B: Supreme Court Rejects Appeal ,Scarlet & Black,1971-02-26,"The article reports that the US Supreme Court refused to hear the appeal of the Grinnell 8's conviction due to the ""open and gross lewdness"" of the Nude-In. ",Playboy Nude-in,Feminism;News Coverage;Students' Response,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742490909.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742490909.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742490909.jpg,,,,,
dg_1742495676,,,Student Protestors March to Des Moines; Spend Night in Mitchellville Church,,1970-04-14,Newspaper clipping about Grinnell Students Marching to Des Moines ,Anti-Vietnam war,Anti-Vietnam war activists;Peace March to Des Moines;News Coverage,,Mitchellville IA,41.666808858189746, -93.35866408363455,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742495676.tif,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742495676.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742495676.jpg,,,,,
dg_1742495677,,,Occupy Grinnell AFROTC Building,,1970-05-05,Newspaper clipping with image of students occupying the AFROTC building,Anti-Vietnam war,Anti-Vietnam war activists;News Coverage;ROTC Building Takeover,,"1233 Park St, Grinnell IA",41.749163769809456,-92.72282384001987,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742495677.tif,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742495677.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742495677.jpg,,,,,
dg_1742495678,,,SISTERS,Grinnell Women's Liberation,1970-05-17,A call to have women join the march to Des Moines,Anti-Vietnam war,Anti-Vietnam war activists;Feminism,,"Des Moines, IA",41.591759707323256,-93.62218301316896,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742495678.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742495678.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742495678.jpg,,,,,
dg_1742495679,,,To The Grinnell College Community,Kathy Heize; Phil Sasich,1970-05,An open letter summerizing the events in Washington,Anti-Vietnam war,Anti-Vietnam war activists;letter,,"Washington, DC",38.897823420422824,-77.03514156634232,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742495679.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742495679.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742495679.jpg,,,,,
dg_1742495719,,,Women's Liberation Front,Grinnell Women's Liberation,1970,Statement about women's oppression in relation to several other activist events,,Feminism,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742495679.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742495679.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742495679.jpg,,,,,
dg_1742495734,,,Women Lead Students on ROTC Takeover,High & Mighty,1970-05-05,Article about the ROTC building occupation,Anti-Vietnam war,Anti-Vietnam war activists;ROTC Building Takeover;Feminism,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742495679.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742495679.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742495679.jpg,,,,,
dg_1742503384,,,President's Letter pertaining to the Playboy Incident,Glenn Leggett,1969-04,"An open letter to Alumni, parents and friends of Grinnell College from President of the College Glenn Leggett about the Playboy Incident",Playboy Nude-in,College's Response;Feminism;Letter,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742503384.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742503384.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742503384.jpg,,,,,
dg_1742503933,,,The College's Information Service account of recent 'happening',,1969-03-08,An account of the Playboy incident from the College's information services,Playboy Nude-in,College's Response;Feminism;Letter,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742503933.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742503933.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742503933.jpg,,,,,
dg_1742503936,,,Letter from Alice Low to Playboy Incident Participants,"Alice Low, Dean of Students",1969-02-10,The unaddressed letter from Alice Low to participants of the disrobing discusses the negative affect the demostration had on Grinnell's reputation,Playboy Nude-in,College's Response;Feminism;Letter,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742503936.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742503936.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742503936.jpg,,,,,
dg_1742503947,,,"Resolutions Passed Wednesday Night, Feb. 12, 1969 by Grinnell College Student Senate",Grinnell College Student Senate,1969-02-12,Two resolutions passed by the student senate in response to the College's action in regards to the Playboy incident,Playboy Nude-in,Students' Response;Feminism;Student Government,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742503947.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742503947.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742503947.jpg,,,,,
dg_1742504007,,,Alumni Association of Grinnell College to Class Agents,The Alumni Association of Grinnell College,1969-03-12,"This letter directs agents on how to respond to alumni who have expressed concern about the event. It also includes qoutes, reportedly from students, about their feelings about the nude-in",Playboy Nude-in,College's Response;Feminism;Letter,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742504007.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742504007.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742504007.jpg,,,,,
dg_1742504521,,,Rev. Daniel Ichiro Ogata,Grinnell Library,2014-10,Brief description of Rev. Ogara's life in Iowa,Nisei,,,,,,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742504007.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742504007.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742504007.jpg,,,,,
dg_1742504953,,,E.C The Extracurricular - Playboy Zooms in on 20 Campuses,,1969,"A grid of graphics compares aspects of different campuses, including Grinnell College. ",Playboy Nude-in,Feminism;News Coverage,,,,,Grinnell College,,,,,,,mulitple,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742504953.tif,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742504953.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742504953.jpg,,,,,
dg_1745008624,,,E.C The Extracurricular - Playboy Zooms in on 20 Campuses,,1969,,,,,,,,Grinnell College,,,,,,,image,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1745008624.tif,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1745008624.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1745008624.jpg,,,,,
dg_1742504955,,,"Do I Have to Admit He's Mine, too?",Waterloo Daily Courier,1969-03-11,"A Political cartoon shows a man labeled as ""Iowa's private colleges"" looking a materney ward with a baby in a crib labelled ""Grinnell College"" and the thought-cloud above reading ""Nude Protest""",Playboy Nude-in,Feminism;News Coverage,,,,,Grinnell College,,,,,,,image,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742504955.tif,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742504955.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742504955.jpg,,,,,
dg_1742504956,,,An Open Letter to the Grinnell Community From Participants In The Demostration Against Playboy Magazine,,1969-02-11,Participants explained their protest,Playboy Nude-in,Feminism;Activist Reflections,,,,,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742504956.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742504956.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742504956.jpg,,,,,
dg_1742504959,,,Watch Out,Tom Tomas,1969-02-11,A flyer warning people of representatives from the Attorney General's office were investigating the nude-in. The flyer reminds students of their rights to not answer questions.,Playboy Nude-in,Feminism;Government Response,,Grinnell College,41.74965439083347,-92.72070833747784,Grinnell College,,,,,,,pdf,,,,https://collectionbuilder.blob.core.windows.net/objs/student_activism/dg_1742504959.pdf,https://collectionbuilder.blob.core.windows.net/smalls/student_activism/dg_1742504959.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/student_activism/dg_1742504959.jpg,,,,,
